Year,Province,District,Total_Deaths_Cum,Injured_Total_Cum,Total_Houses_Damaged,Cropped_Area_Acres,Roads_Damaged_km,Flooded_Area_sqkm,Persons_Affected,Est_Damages_USD_Mn,Rainfall_Actual_mm,Rainfall_Anomaly_pct
2014,Sindh,Jamshoro,8,26,960,14936,24,80,53342,24.1,272,62.9
2014,Sindh,Thatta,4,13,473,7365,12,39,26302,11.9,233,29.4
2014,Sindh,Badin,3,10,333,5183,8,28,18511,8.3,275,62.7
2014,Sindh,Sanghar,2,7,276,4290,7,23,15321,6.9,273,40.7
2014,Sindh,Mirpur Khas,5,16,572,8904,14,48,31800,14.3,187,26.4
2014,Sindh,Tharparkar,4,13,460,7151,11,38,25540,11.5,283,56.4
2014,Sindh,Umerkot,2,7,274,4267,7,23,15238,6.9,340,82.8
2014,Sindh,Matiari,2,7,265,4121,7,22,14717,6.6,198,24.5
2014,Sindh,Qambar,6,20,768,11941,19,64,42648,19.2,206,37.3
2014,KPK,All (Province Level),80,264,9855,153305,246,821,547519,246.9,337,104.2
2014,KPK,Peshawar,6,20,756,11758,19,63,41993,18.9,248,43.4
2014,KPK,Nowshera,5,16,622,9679,16,52,34568,15.6,283,74.7
2014,KPK,Charsadda,4,13,533,8289,13,44,29603,13.3,248,33.3
2014,KPK,Mardan,3,10,383,5960,10,32,21284,9.6,469,182.5
2014,KPK,Swat,3,10,401,6237,10,33,22275,10.0,277,49.7
2014,KPK,Malakand,6,20,752,11701,19,63,41788,18.8,242,42.4
2014,KPK,Dir Upper,3,10,344,5345,9,29,19091,8.6,333,94.7
2014,KPK,Dir Lower,5,16,636,9901,16,53,35361,15.9,371,109.6
2014,KPK,Chitral,5,16,587,9127,15,49,32597,14.7,208,20.2
2014,KPK,Mansehra,3,10,406,6311,10,34,22539,10.2,411,179.6
2014,KPK,Abbottabad,2,7,251,3899,6,21,13924,6.3,472,234.8
2014,KPK,Haripur,3,10,309,4802,8,26,17149,7.7,211,38.8
2014,KPK,Swabi,6,20,734,11413,18,61,40761,18.4,260,56.6
2014,KPK,Buner,6,20,681,10595,17,57,37840,17.1,477,226.7
2014,KPK,Shangla,3,10,399,6208,10,33,22172,10.0,287,84.0
2014,KPK,Kohistan,4,13,511,7954,13,43,28407,12.8,350,97.7
2014,KPK,Battagram,4,13,435,6761,11,36,24145,10.9,242,35.2
2014,KPK,Tor Ghar,5,16,571,8879,14,48,31709,14.3,337,97.1
2014,Balochistan,All (Province Level),49,162,6032,93834,151,503,335120,151.1,219,31.1
2014,Balochistan,Quetta,4,13,464,7214,12,39,25764,11.6,212,22.5
2014,Balochistan,Khuzdar,4,13,500,7775,12,42,27767,12.5,183,18.8
2014,Balochistan,Turbat,3,10,357,5556,9,30,19843,8.9,225,17.2
2014,Balochistan,Gwadar,2,7,262,4069,7,22,14532,6.6,285,57.5
2014,Balochistan,Lasbela,3,10,332,5166,8,28,18451,8.3,251,47.6
2014,Balochistan,Mastung,4,13,507,7892,13,42,28184,12.7,157,-12.8
2014,Balochistan,Kalat,2,7,242,3768,6,20,13458,6.1,154,-18.5
2014,Balochistan,Sibi,3,10,392,6095,10,33,21768,9.8,221,46.4
2014,Balochistan,Nasirabad,4,13,436,6777,11,36,24202,10.9,272,43.9
2014,Balochistan,Jaffarabad,2,7,210,3265,5,17,11659,5.3,308,61.3
2014,Balochistan,Bolan,2,7,246,3821,6,20,13646,6.2,219,52.1
2014,Balochistan,Zhob,4,13,513,7973,13,43,28475,12.8,262,59.8
2014,Balochistan,Loralai,3,10,339,5269,8,28,18819,8.5,141,-19.4
2014,Balochistan,Dera Bugti,5,16,637,9910,16,53,35394,16.0,184,-1.6
2014,Balochistan,Kohlu,2,7,232,3611,6,19,12898,5.8,219,41.3
2014,Balochistan,Jhal Magsi,3,10,368,5725,9,31,20447,9.2,169,5.0
2014,AJK,All (Province Level),25,82,3076,47845,77,256,170876,77.0,283,135.8
2014,AJK,Muzaffarabad,2,7,264,4107,7,22,14668,6.6,324,163.4
2014,AJK,Mirpur,2,7,273,4244,7,23,15156,6.8,309,175.9
2014,AJK,Rawlakot,1,3,170,2640,4,14,9428,4.2,295,173.1
2014,AJK,Kotli,3,10,360,5600,9,30,20001,9.0,203,73.5
2014,AJK,Bagh,5,16,652,10144,16,54,36230,16.3,246,89.2
2014,AJK,Haveli,2,7,283,4408,7,24,15743,7.1,187,35.5
2014,AJK,Neelum,4,13,472,7345,12,39,26232,11.8,305,156.3
2014,AJK,Hattian,3,10,314,4884,8,26,17444,7.9,218,77.2
2014,Gilgit-Baltistan,All (Province Level),15,50,1810,28155,45,151,100555,45.3,233,76.5
2014,Gilgit-Baltistan,Gilgit,2,7,296,4607,7,25,16453,7.4,223,59.3
2014,Gilgit-Baltistan,Skardu,2,7,212,3302,5,18,11793,5.3,288,93.3
2014,Gilgit-Baltistan,Ghanche,2,7,189,2945,5,16,10517,4.7,299,98.0
2014,Gilgit-Baltistan,Ghizer,2,7,265,4122,7,22,14720,6.6,253,73.3
2014,Gilgit-Baltistan,Hunza,2,7,199,3090,5,17,11034,5.0,329,136.7
2014,Gilgit-Baltistan,Nagar,1,3,105,1633,3,9,5832,2.6,250,95.3
2014,Gilgit-Baltistan,Astore,2,7,197,3069,5,16,10960,4.9,257,84.9
2014,Gilgit-Baltistan,Diamer,1,3,170,2641,4,14,9431,4.3,276,144.2
2014,FATA,All (Province Level),10,33,1172,18238,29,98,65136,29.4,200,17.0
2014,FATA,Khyber,2,7,208,3237,5,17,11560,5.2,193,17.7
2014,FATA,Kurram,1,3,120,1863,3,10,6654,3.0,196,16.7
2014,FATA,Orakzai,1,3,154,2400,4,13,8572,3.9,153,2.0
2014,FATA,Mohmand,1,3,142,2202,4,12,7866,3.5,204,24.4
2014,FATA,Bajaur,1,3,170,2648,4,14,9456,4.3,203,31.0
2014,FATA,North Waziristan,1,3,100,1549,2,8,5532,2.5,170,11.8
2014,FATA,South Waziristan,1,3,173,2696,4,14,9627,4.3,247,42.0
2015,Pakistan (National),All,238,785,32400,504000,810,2700,1800000,645.5,214,50.7
2015,Punjab,All (Province Level),74,244,10023,155918,251,835,556849,199.7,280,64.7
2015,Punjab,Lahore,2,7,300,4664,7,25,16656,6.0,261,36.6
2015,Punjab,Multan,4,13,584,9090,15,49,32465,11.6,323,99.4
2015,Punjab,Faisalabad,3,10,381,5931,10,32,21181,7.6,293,63.7
2015,Punjab,Rawalpindi,2,7,265,4116,7,22,14701,5.3,279,64.1
2015,Punjab,Gujranwala,5,16,621,9657,16,52,34491,12.4,371,147.3
2015,Punjab,Sargodha,3,10,408,6341,10,34,22647,8.1,186,-1.1
2015,Punjab,Sialkot,3,10,414,6443,10,35,23010,8.2,201,16.2
2015,Punjab,Jhang,4,13,558,8685,14,47,31017,11.1,379,94.4
2015,Punjab,Muzaffargarh,3,10,461,7175,12,38,25624,9.2,228,23.2
2015,Punjab,Rahim Yar Khan,4,13,483,7520,12,40,26858,9.6,257,46.0
2015,Punjab,Bahawalnagar,2,7,229,3556,6,19,12700,4.6,198,26.9
2015,Punjab,Bahawalpur,3,10,471,7321,12,39,26145,9.4,270,63.6
2015,Punjab,D.G. Khan,4,13,478,7431,12,40,26540,9.5,180,-2.2
2015,Punjab,Rajanpur,4,13,548,8523,14,46,30441,10.9,335,99.4
2015,Punjab,Mianwali,3,10,411,6394,10,34,22835,8.2,372,104.4
2015,Punjab,Khushab,4,13,496,7714,12,41,27549,9.9,400,172.1
2015,Punjab,Chakwal,2,7,330,5128,8,27,18314,6.6,356,145.5
2015,Punjab,Jhelum,5,16,638,9925,16,53,35445,12.7,337,104.2
2015,Punjab,Kasur,3,10,448,6966,11,37,24878,8.9,352,105.8
2015,Punjab,Sheikhupura,4,13,607,9449,15,51,33746,12.1,198,1.5
2015,Punjab,Gujrat,3,10,345,5362,9,29,19151,6.9,213,22.4
2015,Punjab,Hafizabad,2,7,296,4612,7,25,16470,5.9,253,63.2
2015,Punjab,Narowal,2,7,305,4740,8,25,16930,6.1,281,74.5
2015,Punjab,Layyah,4,13,567,8824,14,47,31514,11.3,208,15.6
2015,Punjab,Bhakkar,3,10,468,7277,12,39,25989,9.3,357,111.2
2015,Sindh,All (Province Level),62,205,8507,132326,213,709,472592,169.5,156,18.2
2015,Sindh,Karachi,3,10,404,6283,10,34,22439,8.0,155,26.0
2015,Sindh,Hyderabad,2,7,295,4590,7,25,16393,5.9,177,53.9
2015,Sindh,Sukkur,5,16,682,10606,17,57,37880,13.6,194,39.6
2015,Sindh,Larkana,5,16,618,9619,15,52,34353,12.3,164,30.2
2015,Sindh,Khairpur,4,13,587,9125,15,49,32590,11.7,202,50.7
2015,Sindh,Jacobabad,4,13,586,9109,15,49,32533,11.7,229,99.1
2015,Sindh,Shikarpur,4,13,521,8110,13,43,28963,10.4,107,-25.2
2015,Sindh,Kashmore,3,10,470,7312,12,39,26113,9.4,217,77.9
2015,Sindh,Dadu,4,13,481,7487,12,40,26739,9.6,142,15.4
2015,Sindh,Jamshoro,2,7,295,4587,7,25,16381,5.9,98,-26.9
2015,Sindh,Thatta,2,7,232,3608,6,19,12885,4.6,127,-2.3
2015,Sindh,Badin,5,16,642,9991,16,54,35682,12.8,232,73.1
2015,Sindh,Sanghar,4,13,520,8085,13,43,28874,10.4,107,-17.1
2015,Sindh,Mirpur Khas,2,7,212,3301,5,18,11791,4.2,207,78.4
2015,Sindh,Tharparkar,3,10,411,6401,10,34,22861,8.2,178,49.6
2015,Sindh,Umerkot,3,10,417,6488,10,35,23172,8.3,198,59.7
2015,Sindh,Matiari,2,7,284,4411,7,24,15754,5.7,128,-9.9
2015,Sindh,Qambar,3,10,352,5470,9,29,19534,7.0,106,-17.2
2015,KPK,All (Province Level),44,145,6057,94224,151,505,336514,120.7,206,73.1
2015,KPK,Peshawar,2,7,225,3508,6,19,12527,4.5,186,82.4
2015,KPK,Nowshera,2,7,334,5188,8,28,18528,6.6,129,-3.0
2015,KPK,Charsadda,3,10,355,5529,9,30,19747,7.1,128,4.9
2015,KPK,Mardan,3,10,441,6854,11,37,24478,8.8,124,-8.1
2015,KPK,Swat,1,3,140,2179,4,12,7781,2.8,306,173.2
2015,KPK,Malakand,3,10,389,6057,10,32,21631,7.8,127,16.5
2015,KPK,Dir Upper,2,7,248,3858,6,21,13777,4.9,171,26.7
2015,KPK,Dir Lower,2,7,281,4369,7,23,15602,5.6,258,120.5
2015,KPK,Chitral,2,7,270,4203,7,23,15012,5.4,161,38.8
2015,KPK,Mansehra,2,7,342,5320,9,28,18999,6.8,252,119.1
2015,KPK,Abbottabad,1,3,187,2906,5,16,10380,3.7,276,124.4
2015,KPK,Haripur,1,3,152,2371,4,13,8469,3.0,253,96.1
2015,KPK,Swabi,2,7,257,3998,6,21,14279,5.1,149,38.0
2015,KPK,Buner,2,7,338,5251,8,28,18752,6.7,304,181.5
2015,KPK,Shangla,2,7,324,5042,8,27,18006,6.5,298,124.1
2015,KPK,Kohistan,2,7,325,5053,8,27,18048,6.5,132,28.2
2015,KPK,Battagram,2,7,243,3778,6,20,13493,4.8,163,41.7
2015,KPK,Tor Ghar,3,10,399,6204,10,33,22158,7.9,205,72.3
2015,Balochistan,All (Province Level),26,86,3605,56084,90,300,200299,71.8,282,93.2
2015,Balochistan,Quetta,1,3,159,2470,4,13,8823,3.2,202,27.0
2015,Balochistan,Khuzdar,2,7,210,3272,5,18,11686,4.2,182,46.8
2015,Balochistan,Turbat,1,3,131,2036,3,11,7273,2.6,334,115.5
2015,Balochistan,Gwadar,1,3,208,3231,5,17,11541,4.1,388,145.6
2015,Balochistan,Lasbela,2,7,223,3469,6,19,12388,4.4,236,82.9
2015,Balochistan,Mastung,1,3,202,3139,5,17,11210,4.0,332,102.4
2015,Balochistan,Kalat,2,7,288,4485,7,24,16017,5.7,406,198.5
2015,Balochistan,Sibi,1,3,155,2414,4,13,8622,3.1,304,98.7
2015,Balochistan,Nasirabad,2,7,276,4297,7,23,15345,5.5,202,39.3
2015,Balochistan,Jaffarabad,1,3,114,1778,3,10,6351,2.3,396,137.1
2015,Balochistan,Bolan,1,3,181,2822,5,15,10079,3.6,403,156.7
2015,Balochistan,Zhob,1,3,178,2774,4,15,9906,3.5,225,57.3
2015,Balochistan,Loralai,3,10,350,5450,9,29,19463,7.0,335,150.0
2015,Balochistan,Dera Bugti,1,3,144,2238,4,12,7992,2.9,285,73.8
2015,Balochistan,Kohlu,1,3,168,2618,4,14,9349,3.4,313,123.6
2015,Balochistan,Jhal Magsi,1,3,146,2277,4,12,8132,2.9,283,86.2
2015,AJK,All (Province Level),14,46,1928,29997,48,161,107132,38.4,242,72.9
2015,AJK,Muzaffarabad,2,7,297,4617,7,25,16491,5.9,195,43.4
2015,AJK,Mirpur,2,7,287,4467,7,24,15953,5.7,285,120.9
2015,AJK,Rawlakot,2,7,226,3509,6,19,12531,4.5,221,38.1
2015,AJK,Kotli,2,7,282,4386,7,23,15663,5.6,167,12.1
2015,AJK,Bagh,1,3,122,1894,3,10,6766,2.4,354,139.2
2015,AJK,Haveli,1,3,175,2722,4,15,9722,3.5,265,81.5
2015,AJK,Neelum,2,7,250,3896,6,21,13914,5.0,250,88.0
2015,AJK,Hattian,2,7,251,3909,6,21,13962,5.0,295,91.6
2015,Gilgit-Baltistan,All (Province Level),9,30,1245,19372,31,104,69186,24.8,223,70.2
2015,Gilgit-Baltistan,Gilgit,1,3,202,3141,5,17,11218,4.0,325,132.1
2015,Gilgit-Baltistan,Skardu,1,3,154,2402,4,13,8578,3.1,330,150.0
2015,Gilgit-Baltistan,Ghanche,1,3,154,2394,4,13,8550,3.1,298,98.7
2015,Gilgit-Baltistan,Ghizer,1,3,141,2190,4,12,7823,2.8,233,65.2
2015,Gilgit-Baltistan,Hunza,2,7,252,3919,6,21,13995,5.0,216,77.0
2015,Gilgit-Baltistan,Nagar,1,3,140,2180,4,12,7784,2.8,260,124.1
2015,Gilgit-Baltistan,Astore,1,3,123,1913,3,10,6833,2.5,308,154.5
2015,Gilgit-Baltistan,Diamer,1,3,151,2346,4,13,8378,3.0,147,15.7
2015,FATA,All (Province Level),6,20,861,13397,22,72,47848,17.2,255,70.0
2015,FATA,Khyber,1,3,124,1927,3,10,6882,2.5,227,63.3
2015,FATA,Kurram,1,3,209,3251,5,17,11610,4.2,195,21.9
2015,FATA,Orakzai,1,3,140,2173,3,12,7759,2.8,250,67.8
2015,FATA,Mohmand,1,3,140,2182,4,12,7794,2.8,198,20.7
2015,FATA,Bajaur,1,3,122,1901,3,10,6791,2.4,207,29.4
2015,FATA,North Waziristan,0,0,60,927,1,5,3309,1.2,382,172.9
2015,FATA,South Waziristan,1,3,115,1794,3,10,6408,2.3,353,143.4
2016,Pakistan (National),All,128,422,12600,196000,315,1050,700000,218.2,172,24.6
2016,Punjab,All (Province Level),39,129,3868,60162,97,322,214864,67.0,128,5.8
2016,Punjab,Lahore,2,7,154,2390,4,13,8535,2.7,91,-13.3
2016,Punjab,Multan,1,3,138,2153,3,12,7688,2.4,141,20.5
2016,Punjab,Faisalabad,1,3,140,2181,4,12,7791,2.4,177,60.9
2016,Punjab,Rawalpindi,2,7,149,2317,4,12,8274,2.6,91,-26.6
2016,Punjab,Gujranwala,2,7,212,3290,5,18,11751,3.7,88,-28.5
2016,Punjab,Sargodha,1,3,114,1769,3,9,6317,2.0,155,49.0
2016,Punjab,Sialkot,1,3,117,1817,3,10,6490,2.0,182,37.9
2016,Punjab,Jhang,2,7,165,2561,4,14,9145,2.9,176,57.1
2016,Punjab,Muzaffargarh,1,3,73,1142,2,6,4077,1.3,164,57.7
2016,Punjab,Rahim Yar Khan,1,3,143,2221,4,12,7932,2.5,157,36.5
2016,Punjab,Bahawalnagar,2,7,181,2813,5,15,10047,3.1,136,15.3
2016,Punjab,Bahawalpur,3,10,280,4348,7,23,15529,4.8,115,-7.3
2016,Punjab,D.G. Khan,1,3,89,1391,2,7,4968,1.6,188,46.9
2016,Punjab,Rajanpur,2,7,222,3456,6,19,12343,3.8,151,45.2
2016,Punjab,Mianwali,2,7,155,2411,4,13,8611,2.7,81,-26.4
2016,Punjab,Khushab,2,7,154,2393,4,13,8547,2.7,108,3.8
2016,Punjab,Chakwal,2,7,243,3777,6,20,13488,4.2,176,45.5
2016,Punjab,Jhelum,1,3,108,1674,3,9,5978,1.9,172,60.7
2016,Punjab,Kasur,2,7,206,3209,5,17,11461,3.6,169,42.0
2016,Punjab,Sheikhupura,2,7,149,2320,4,12,8287,2.6,167,25.6
2016,Punjab,Gujrat,3,10,262,4069,7,22,14533,4.5,170,63.5
2016,Punjab,Hafizabad,1,3,103,1601,3,9,5719,1.8,140,27.3
2016,Punjab,Narowal,1,3,68,1056,2,6,3770,1.2,170,57.4
2016,Punjab,Layyah,2,7,189,2945,5,16,10517,3.3,168,34.4
2016,Punjab,Bhakkar,2,7,159,2474,4,13,8835,2.8,144,23.1
2016,Sindh,All (Province Level),31,102,3078,47875,77,256,170981,53.3,182,51.7
2016,Sindh,Karachi,2,7,218,3390,5,18,12106,3.8,164,33.3
2016,Sindh,Hyderabad,3,10,282,4383,7,23,15655,4.9,238,87.4
2016,Sindh,Sukkur,3,10,249,3872,6,21,13830,4.3,262,113.0
2016,Sindh,Larkana,1,3,73,1132,2,6,4043,1.3,193,66.4
2016,Sindh,Khairpur,1,3,127,1976,3,11,7056,2.2,117,-10.0
2016,Sindh,Jacobabad,2,7,156,2429,4,13,8676,2.7,147,44.1
2016,Sindh,Shikarpur,2,7,225,3498,6,19,12494,3.9,131,20.2
2016,Sindh,Kashmore,2,7,212,3296,5,18,11773,3.7,183,77.7
2016,Sindh,Dadu,1,3,132,2054,3,11,7335,2.3,177,63.9
2016,Sindh,Jamshoro,1,3,124,1924,3,10,6871,2.1,220,107.5
2016,Sindh,Thatta,1,3,119,1853,3,10,6617,2.1,172,26.5
2016,Sindh,Badin,2,7,156,2422,4,13,8651,2.7,272,145.0
2016,Sindh,Sanghar,1,3,73,1140,2,6,4073,1.3,155,31.4
2016,Sindh,Mirpur Khas,1,3,109,1697,3,9,6059,1.9,216,58.8
2016,Sindh,Tharparkar,3,10,277,4313,7,23,15404,4.8,235,123.8
2016,Sindh,Umerkot,2,7,175,2722,4,15,9721,3.0,186,36.8
2016,Sindh,Matiari,1,3,145,2252,4,12,8043,2.5,161,37.6
2016,Sindh,Qambar,1,3,127,1981,3,11,7075,2.2,109,-11.4
2016,KPK,All (Province Level),27,89,2635,40984,66,220,146371,45.6,206,39.2
2016,KPK,Peshawar,2,7,203,3158,5,17,11277,3.5,280,91.8
2016,KPK,Nowshera,1,3,108,1685,3,9,6019,1.9,206,28.7
2016,KPK,Charsadda,1,3,78,1220,2,7,4357,1.4,270,80.0
2016,KPK,Mardan,2,7,174,2712,4,15,9685,3.0,232,48.7
2016,KPK,Swat,2,7,175,2727,4,15,9741,3.0,193,35.0
2016,KPK,Malakand,2,7,159,2478,4,13,8851,2.8,199,27.6
2016,KPK,Dir Upper,2,7,156,2426,4,13,8666,2.7,290,87.1
2016,KPK,Dir Lower,3,10,258,4006,6,21,14308,4.5,207,50.0
2016,KPK,Chitral,1,3,137,2129,3,11,7604,2.4,137,-12.2
2016,KPK,Mansehra,1,3,131,2036,3,11,7270,2.3,288,111.8
2016,KPK,Abbottabad,2,7,186,2898,5,16,10349,3.2,248,52.1
2016,KPK,Haripur,2,7,186,2897,5,16,10345,3.2,222,57.4
2016,KPK,Swabi,2,7,216,3364,5,18,12013,3.7,152,4.1
2016,KPK,Buner,2,7,205,3184,5,17,11372,3.5,201,21.1
2016,KPK,Shangla,3,10,271,4210,7,23,15037,4.7,142,12.7
2016,KPK,Kohistan,2,7,177,2760,4,15,9857,3.1,127,-17.0
2016,KPK,Battagram,2,7,192,2985,5,16,10659,3.3,165,29.9
2016,KPK,Tor Ghar,2,7,185,2885,5,15,10302,3.2,236,54.2
2016,Balochistan,All (Province Level),14,46,1405,21862,35,117,78079,24.3,185,37.0
2016,Balochistan,Quetta,1,3,51,798,1,4,2850,0.9,180,45.2
2016,Balochistan,Khuzdar,1,3,75,1165,2,6,4161,1.3,137,-8.7
2016,Balochistan,Turbat,1,3,91,1408,2,8,5028,1.6,204,42.7
2016,Balochistan,Gwadar,1,3,99,1545,2,8,5519,1.7,194,57.7
2016,Balochistan,Lasbela,1,3,108,1687,3,9,6024,1.9,135,17.4
2016,Balochistan,Mastung,1,3,77,1202,2,6,4294,1.3,164,39.0
2016,Balochistan,Kalat,1,3,87,1358,2,7,4851,1.5,113,-16.9
2016,Balochistan,Sibi,1,3,89,1385,2,7,4948,1.5,265,79.1
2016,Balochistan,Nasirabad,1,3,101,1573,3,8,5619,1.8,195,66.7
2016,Balochistan,Jaffarabad,1,3,98,1521,2,8,5431,1.7,259,73.8
2016,Balochistan,Bolan,1,3,78,1208,2,6,4315,1.3,236,90.3
2016,Balochistan,Zhob,1,3,66,1024,2,5,3656,1.1,170,34.9
2016,Balochistan,Loralai,1,3,78,1214,2,7,4337,1.4,275,109.9
2016,Balochistan,Dera Bugti,1,3,92,1429,2,8,5103,1.6,183,56.4
2016,Balochistan,Kohlu,0,0,41,639,1,3,2281,0.7,128,-7.9
2016,Balochistan,Jhal Magsi,2,7,155,2416,4,13,8628,2.7,149,16.4
2016,AJK,All (Province Level),8,26,795,12365,20,66,44159,13.8,183,14.4
2016,AJK,Muzaffarabad,1,3,59,910,1,5,3251,1.0,138,-6.8
2016,AJK,Mirpur,1,3,112,1736,3,9,6200,1.9,270,83.7
2016,AJK,Rawlakot,1,3,119,1858,3,10,6636,2.1,218,33.7
2016,AJK,Kotli,1,3,64,1000,2,5,3572,1.1,257,84.9
2016,AJK,Bagh,1,3,70,1092,2,6,3901,1.2,193,35.9
2016,AJK,Haveli,1,3,126,1963,3,11,7012,2.2,223,26.7
2016,AJK,Neelum,1,3,51,791,1,4,2826,0.9,176,-0.6
2016,AJK,Hattian,1,3,99,1535,2,8,5482,1.7,205,34.9
2016,Gilgit-Baltistan,All (Province Level),4,13,439,6834,11,37,24408,7.6,226,78.0
2016,Gilgit-Baltistan,Gilgit,0,0,38,590,1,3,2106,0.7,219,62.2
2016,Gilgit-Baltistan,Skardu,1,3,58,900,1,5,3215,1.0,323,193.6
2016,Gilgit-Baltistan,Ghanche,0,0,54,836,1,4,2987,0.9,285,97.9
2016,Gilgit-Baltistan,Ghizer,1,3,77,1192,2,6,4256,1.3,141,5.2
2016,Gilgit-Baltistan,Hunza,0,0,32,504,1,3,1799,0.6,262,106.3
2016,Gilgit-Baltistan,Nagar,0,0,31,489,1,3,1748,0.5,221,71.3
2016,Gilgit-Baltistan,Astore,0,0,38,597,1,3,2133,0.7,136,-4.9
2016,Gilgit-Baltistan,Diamer,0,0,40,618,1,3,2208,0.7,255,104.0
2016,FATA,All (Province Level),4,13,400,6215,10,33,22195,6.9,208,39.6
2016,FATA,Khyber,1,3,98,1523,2,8,5440,1.7,217,70.9
2016,FATA,Kurram,0,0,42,647,1,3,2309,0.7,193,15.6
2016,FATA,Orakzai,1,3,70,1083,2,6,3869,1.2,242,60.3
2016,FATA,Mohmand,1,3,65,1011,2,5,3609,1.1,140,-5.4
2016,FATA,Bajaur,1,3,62,966,2,5,3451,1.1,132,-14.3
2016,FATA,North Waziristan,0,0,50,775,1,4,2769,0.9,148,-12.9
2016,FATA,South Waziristan,1,3,71,1105,2,6,3945,1.2,245,87.0
2017,Pakistan (National),All,198,653,21600,336000,540,1800,1200000,445.5,202,42.3
2017,Punjab,All (Province Level),67,221,7314,113781,183,610,406360,150.8,184,12.9
2017,Punjab,Lahore,2,7,272,4238,7,23,15137,5.6,247,77.7
2017,Punjab,Multan,4,13,406,6310,10,34,22534,8.4,211,17.2
2017,Punjab,Faisalabad,1,3,155,2408,4,13,8600,3.2,220,31.7
2017,Punjab,Rawalpindi,2,7,191,2968,5,16,10600,3.9,156,9.9
2017,Punjab,Gujranwala,4,13,388,6034,10,32,21549,8.0,166,-5.1
2017,Punjab,Sargodha,2,7,167,2602,4,14,9292,3.5,173,-6.5
2017,Punjab,Sialkot,2,7,186,2896,5,16,10343,3.8,189,23.5
2017,Punjab,Jhang,2,7,224,3484,6,19,12442,4.6,262,59.8
2017,Punjab,Muzaffargarh,2,7,217,3369,5,18,12033,4.5,206,26.4
2017,Punjab,Rahim Yar Khan,1,3,125,1943,3,10,6941,2.6,152,7.0
2017,Punjab,Bahawalnagar,3,10,293,4555,7,24,16267,6.0,255,57.4
2017,Punjab,Bahawalpur,2,7,239,3724,6,20,13299,4.9,276,73.6
2017,Punjab,D.G. Khan,3,10,379,5902,9,32,21077,7.8,230,59.7
2017,Punjab,Rajanpur,2,7,168,2613,4,14,9333,3.5,272,80.1
2017,Punjab,Mianwali,4,13,399,6201,10,33,22148,8.2,196,9.5
2017,Punjab,Khushab,4,13,400,6219,10,33,22209,8.2,253,68.7
2017,Punjab,Chakwal,4,13,461,7172,12,38,25613,9.5,175,7.4
2017,Punjab,Jhelum,1,3,121,1881,3,10,6718,2.5,257,46.9
2017,Punjab,Kasur,4,13,425,6610,11,35,23607,8.8,237,36.2
2017,Punjab,Sheikhupura,3,10,280,4360,7,23,15570,5.8,165,13.8
2017,Punjab,Gujrat,3,10,312,4858,8,26,17350,6.4,122,-24.7
2017,Punjab,Hafizabad,2,7,174,2699,4,14,9640,3.6,265,68.8
2017,Punjab,Narowal,3,10,278,4324,7,23,15444,5.7,159,8.9
2017,Punjab,Layyah,4,13,429,6678,11,36,23851,8.9,200,24.2
2017,Punjab,Bhakkar,5,16,549,8539,14,46,30498,11.3,253,39.0
2017,Sindh,All (Province Level),48,158,5227,81302,131,436,290366,107.8,277,102.2
2017,Sindh,Karachi,2,7,248,3860,6,21,13786,5.1,296,133.1
2017,Sindh,Hyderabad,2,7,236,3675,6,20,13125,4.9,320,140.6
2017,Sindh,Sukkur,3,10,339,5276,8,28,18843,7.0,255,91.7
2017,Sindh,Larkana,2,7,226,3517,6,19,12561,4.7,290,135.8
2017,Sindh,Khairpur,3,10,317,4929,8,26,17602,6.5,393,174.8
2017,Sindh,Jacobabad,4,13,465,7231,12,39,25825,9.6,209,63.3
2017,Sindh,Shikarpur,1,3,115,1791,3,10,6398,2.4,234,87.2
2017,Sindh,Kashmore,1,3,141,2188,4,12,7813,2.9,268,121.5
2017,Sindh,Dadu,2,7,250,3884,6,21,13873,5.2,404,169.3
2017,Sindh,Jamshoro,4,13,457,7113,11,38,25404,9.4,189,28.6
2017,Sindh,Thatta,4,13,405,6306,10,34,22522,8.4,316,132.4
2017,Sindh,Badin,4,13,405,6300,10,34,22501,8.4,312,102.6
2017,Sindh,Sanghar,1,3,136,2122,3,11,7580,2.8,300,94.8
2017,Sindh,Mirpur Khas,3,10,322,5015,8,27,17910,6.7,233,52.3
2017,Sindh,Tharparkar,3,10,293,4560,7,24,16285,6.0,285,135.5
2017,Sindh,Umerkot,2,7,179,2786,4,15,9951,3.7,191,39.4
2017,Sindh,Matiari,4,13,391,6077,10,33,21702,8.1,289,87.7
2017,Sindh,Qambar,2,7,170,2646,4,14,9451,3.5,324,155.1
2017,KPK,All (Province Level),37,122,3986,62003,100,332,221438,82.2,165,4.4
2017,KPK,Peshawar,3,10,284,4417,7,24,15776,5.9,219,61.0
2017,KPK,Nowshera,1,3,155,2408,4,13,8600,3.2,176,6.0
2017,KPK,Charsadda,2,7,179,2789,4,15,9962,3.7,103,-25.4
2017,KPK,Mardan,1,3,157,2447,4,13,8739,3.2,208,27.6
2017,KPK,Swat,2,7,231,3588,6,19,12815,4.8,179,11.2
2017,KPK,Malakand,3,10,365,5676,9,30,20270,7.5,114,-22.4
2017,KPK,Dir Upper,2,7,217,3368,5,18,12028,4.5,136,-19.5
