Year,Province,District,Rainfall_Actual_mm,Rainfall_Anomaly_pct,Rainfall_Normal_mm,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Flooded_Area_sqkm,Area_Affected_Acres,Persons_Affected,Villages_Affected,Total_Houses_Damaged,Houses_Fully_Damaged,Houses_Partially_Damaged,Schools_Total,Roads_Damaged_km,Bridges_Damaged,Est_Damages_USD_Mn,Damage_Level,Damage_Label,Rainfall_Actual_mm_normalized,Rainfall_Anomaly_pct_normalized,Rainfall_Normal_mm_normalized,Max_Temp_C_normalized,Min_Temp_C_normalized,Mean_Temp_C_normalized,Flooded_Area_sqkm_normalized,Area_Affected_Acres_normalized,Persons_Affected_normalized,Total_Houses_Damaged_normalized,Roads_Damaged_km_normalized,Est_Damages_USD_Mn_normalized
2022,Sindh,Khairpur,226,61.4,140,38.1,26.5,33.0,525,181936,349877,472,6298,2099,4199,77,157,3,154.2,2,Extreme,0.21739130434782608,0.18485000837942017,0.3879310344827586,0.41935483870967744,0.9361702127659572,0.7959183673469388,0.010546093702648645,0.010549917824901098,0.010549922462559532,0.010551055694825824,0.010505757963499226,0.010594414729055235
2022,Sindh,Jacobabad,251,49.4,168,38.4,23.1,31.8,810,280771,539945,729,9719,3240,6479,119,243,4,238.0,2,Extreme,0.2536231884057971,0.1647394000335177,0.6293103448275862,0.4677419354838705,0.21276595744680854,0.5510204081632654,0.016304018425359112,0.016309838324186286,0.01630986392854991,0.0163106155371745,0.016297393763889823,0.01635568633382375
2022,Sindh,Shikarpur,204,24.4,164,37.9,22.8,33.2,1170,405581,779964,1053,14039,4680,9360,172,351,6,343.8,2,Extreme,0.1855072463768116,0.12284229931288755,0.5948275862068966,0.387096774193548,0.14893617021276584,0.8367346938775515,0.023577186496151283,0.023583533649888563,0.023583552243918858,0.02358372238281796,0.023570610815543135,0.023629463610488538
2022,Sindh,Kashmore,373,131.7,161,40.5,26.2,32.1,997,345541,664502,897,11961,3987,7974,146,299,5,292.9,2,Extreme,0.43043478260869567,0.3026646556058321,0.5689655172413793,0.8064516129032254,0.8723404255319146,0.6122448979591838,0.020082025173242823,0.02008451380087675,0.02008451841630884,0.020085223302899646,0.020068691494376727,0.020130075487783075
2022,Sindh,Dadu,235,45.1,162,39.0,24.2,32.3,1316,456185,877279,1184,15791,5264,10527,193,395,7,386.7,2,Extreme,0.23043478260869565,0.1575330987095693,0.5775862068965517,0.5645161290322578,0.44680851063829746,0.6530612244897952,0.02652686021375033,0.026532640919032367,0.026532647850558873,0.026533371270217807,0.026533773318068558,0.026578849670686265
2022,Sindh,Jamshoro,462,244.8,134,38.7,26.4,31.6,386,133683,257083,347,4627,1542,3085,57,116,2,113.3,2,Extreme,0.5594202898550724,0.4922071392659628,0.33620689655172414,0.5161290322580647,0.9148936170212761,0.5102040816326532,0.007737842697537224,0.007737822475561205,0.007737834113152418,0.007737777560781792,0.007744629267964173,0.007782529184484442
2022,Sindh,Thatta,357,133.3,153,40.5,24.5,33.1,572,198265,381278,515,6863,2288,4575,84,172,3,168.1,2,Extreme,0.4072463768115942,0.30534607005195247,0.5,0.8064516129032254,0.5106382978723402,0.8163265306122451,0.011495646200779846,0.011501541660918985,0.011501518322849343,0.011502283789221322,0.011515926998451075,0.011550043312662423
2022,Sindh,Badin,398,153.5,157,39.3,22.9,30.5,645,223606,430011,581,7740,2580,5160,95,194,3,189.5,2,Extreme,0.4666666666666667,0.3391989274342216,0.5344827586206896,0.6129032258064508,0.17021276595744622,0.28571428571428553,0.012970483059579369,0.012978368143160963,0.012978354126151894,0.01297879182246885,0.012997508249713786,0.013021298829870612
2022,Sindh,Sanghar,403,219.8,126,40.3,23.7,31.1,472,163565,314548,425,5662,1887,3775,69,142,3,138.6,2,Extreme,0.47391304347826085,0.4503100385453327,0.2672413793103448,0.774193548387096,0.3404255319148932,0.40816326530612257,0.00947532173667091,0.009479290016003762,0.009479289993906344,0.009480292742550538,0.009495588928547377,0.009521910707165153
2022,Sindh,Mirpur Khas,466,261.2,129,38.7,26.1,32.3,589,204244,392777,530,7070,2357,4713,86,177,3,173.1,2,Extreme,0.5652173913043478,0.5196916373386962,0.29310344827586204,0.5161290322580647,0.8510638297872342,0.6530612244897952,0.011839101359678365,0.011849986692185501,0.011849991326813311,0.011850786825575072,0.01185265001010169,0.011893794601729757
2022,Sindh,Tharparkar,413,145.8,168,41.0,24.0,33.8,521,180759,347613,469,6257,2086,4171,76,156,3,153.2,2,Extreme,0.48840579710144927,0.32629462041226753,0.6293103448275862,0.8870967741935479,0.4042553191489359,0.9591836734693872,0.010465280724084288,0.010481324447781062,0.010481312767718727,0.010482028523374116,0.010438413361169102,0.010525664471241767
2022,Sindh,Umerkot,448,234.3,134,36.8,23.6,31.6,249,86420,166193,224,2991,997,1994,37,75,1,73.3,1,Medium,0.5391304347826087,0.4746103569632982,0.33620689655172414,0.20967741935483816,0.31914893617021284,0.5102040816326532,0.004969998181707983,0.004983422490154053,0.004983445789795169,0.004983425060903852,0.00498350057242912,0.0050325188719457705
2022,Sindh,Matiari,272,85.0,147,41.2,25.9,31.1,914,316739,609113,822,10964,3655,7309,134,274,5,268.5,2,Extreme,0.28405797101449276,0.22440087145969503,0.4482758620689655,0.9193548387096775,0.8085106382978718,0.40816326530612257,0.018405155868032406,0.018405986657451728,0.018405974958916004,0.0184066845239398,0.018385076436123644,0.018452569197134488
2022,Sindh,Qambar,219,72.4,127,37.4,25.6,30.6,1152,399479,768229,1037,13828,4609,9219,169,346,6,338.6,2,Extreme,0.2072463768115942,0.20328473269649744,0.27586206896551724,0.3064516129032254,0.7446808510638299,0.3061224489795919,0.023213528092611672,0.023227920406739495,0.02322792734596972,0.0232284849882738,0.023233887803892517,0.023271962269858514
2022,KPK,All (Province Level),298,67.4,178,38.6,25.5,32.7,9934,3443827,6622744,8941,119209,39736,79473,1457,2980,53,2919.1,2,Extreme,0.3217391304347826,0.19490531255237142,0.7155172413793104,0.5,0.7234042553191488,0.7346938775510209,0.20063842253065842,0.20064687575816226,0.20064687062817751,0.20064683510418893,0.20061957034143713,0.2006820025575096
2022,KPK,Peshawar,185,-7.5,200,39.1,23.0,30.3,273,94751,182213,246,3280,1093,2187,40,82,1,80.3,1,Medium,0.15797101449275364,0.0693815987933635,0.9051724137931034,0.5806451612903225,0.19148936170212738,0.2448979591836734,0.005454876053094127,0.005468937719369867,0.005468926050992034,0.005469982440161019,0.005454912788739982,0.005513770676640038
2022,KPK,Nowshera,365,84.3,198,38.4,22.9,33.7,616,213686,410934,555,7397,2466,4931,90,185,3,181.1,2,Extreme,0.41884057971014493,0.22322775263951736,0.8879310344827587,0.4677419354838705,0.17021276595744622,0.9387755102040822,0.012384588964987777,0.012400248940925833,0.012400232594138623,0.01240132060764114,0.012391406828742676,0.012443796664237491
2022,KPK,Charsadda,278,82.9,152,40.0,26.6,33.7,362,125524,241392,326,4345,1448,2897,53,109,2,106.4,1,Medium,0.2927536231884058,0.22088151499916212,0.49137931034482757,0.7258064516129029,0.9574468085106385,0.9387755102040822,0.00725296482615108,0.007262331087351888,0.007262324077045051,0.007263005308357844,0.00727321705165331,0.007308152405571522
2022,KPK,Mardan,330,78.4,185,40.2,23.4,33.7,295,102268,196670,266,3540,1180,2360,43,89,2,86.7,1,Medium,0.3681159420289855,0.2133400368694487,0.7758620689655172,0.7580645161290324,0.2765957446808505,0.9387755102040822,0.005899347435198093,0.0059070145382409825,0.0059070401668548985,0.0059077157225377085,0.005926325005050845,0.005953772326646225
2022,KPK,Swat,324,87.3,173,41.4,25.0,33.3,759,263234,506219,683,9112,3037,6075,111,228,4,223.1,2,Extreme,0.35942028985507246,0.22825540472599296,0.6724137931034483,0.9516129032258058,0.6170212765957445,0.8571428571428565,0.015273652948663556,0.01528781448854138,0.015287809790651941,0.01528867668177969,0.015287224728937976,0.015331307492403096
2022,KPK,Malakand,326,115.9,151,36.7,23.5,30.6,886,307304,590969,798,10637,3546,7092,130,266,5,260.5,2,Extreme,0.36231884057971014,0.2761856879503939,0.4827586206896552,0.19354838709677458,0.2978723404255317,0.3061224489795919,0.017839465018081903,0.0178561323557291,0.01785612765185259,0.017856150741873734,0.017846319617482658,0.017902567134626755
2022,KPK,Dir Upper,275,58.0,174,37.0,22.8,32.5,368,127502,245197,331,4414,1471,2942,54,110,2,108.1,1,Medium,0.28840579710144926,0.17915200268141449,0.6810344827586207,0.24193548387096764,0.14893617021276584,0.693877551020408,0.007374184293997616,0.007377605258926594,0.007377633215238189,0.007379172987142427,0.007340561653983433,0.007425027843854415
2022,KPK,Dir Lower,349,79.0,195,38.7,25.2,33.7,553,191816,368876,498,6640,2213,4427,81,166,3,162.6,2,Extreme,0.39565217391304347,0.21434556728674378,0.8620689655172413,0.5161290322580647,0.659574468085106,0.9387755102040822,0.011111784552599148,0.011125705901320764,0.011125680233001433,0.011126843320105932,0.011111859384470334,0.011171916894688355
2022,KPK,Chitral,352,118.6,161,39.3,26.6,31.9,707,244922,471004,636,8478,2826,5652,104,212,4,207.6,2,Extreme,0.4,0.2807105748282219,0.5689655172413793,0.6129032258064508,0.9574468085106385,0.5714285714285711,0.01422308422732691,0.014220625090221853,0.014220632050449218,0.014221280908599606,0.014209711091656004,0.014265678496294362
2022,KPK,Mansehra,447,145.6,182,36.7,25.0,30.9,744,257955,496067,670,8929,2976,5953,109,223,4,218.7,2,Extreme,0.5376811594202898,0.3259594436065025,0.75,0.19354838709677458,0.6170212765957445,0.3673469387755097,0.014970604279047214,0.014980164159045488,0.01498015713074741,0.014980579794568403,0.01495050171728736,0.015028806358023842
2022,KPK,Abbottabad,253,30.4,194,38.0,23.5,33.7,350,121489,233632,315,4205,1402,2804,51,105,2,103.0,1,Medium,0.2565217391304348,0.1328976034858388,0.853448275862069,0.4032258064516127,0.2978723404255317,0.9387755102040822,0.007010525890458008,0.007027178770716934,0.007027160105329216,0.007027302771693472,0.007003838642332817,0.007074401529005734
2022,KPK,Haripur,342,89.0,181,41.1,25.4,31.5,504,174881,336309,454,6054,2018,4036,74,151,3,148.2,2,Extreme,0.3855072463768116,0.23110440757499584,0.7413793103448276,0.9032258064516128,0.7021276595744675,0.4897959183673468,0.010121825565185769,0.010138765509198594,0.010138749167683186,0.010140259845210777,0.010101690349518485,0.010181913182174433
2022,KPK,Swabi,325,60.9,202,39.6,25.9,32.5,608,210776,405338,547,7296,2432,4864,89,182,3,178.7,2,Extreme,0.36086956521739133,0.18401206636500755,0.9224137931034483,0.6612903225806451,0.8085106382978718,0.693877551020408,0.012222963007859062,0.01223065953785081,0.012230647853710554,0.01223127806333327,0.012189373021752306,0.012278796045485171
2022,KPK,Buner,252,57.5,160,38.9,25.5,30.8,936,324594,624220,843,11236,3745,7491,137,281,5,275.1,2,Extreme,0.25507246376811593,0.17831406066700187,0.5603448275862069,0.5483870967741931,0.7234042553191488,0.346938775510204,0.01884962725013637,0.018863761489463515,0.018863787087873625,0.018864620880887722,0.018856488652434507,0.01890632089870337
2022,KPK,Shangla,439,133.5,188,38.5,23.5,31.3,252,87357,167995,227,3024,1008,2016,37,76,1,74.0,1,Medium,0.5260869565217391,0.30568124685771747,0.8017241379310345,0.4838709677419353,0.2978723404255317,0.4489795918367347,0.00503060791563125,0.0050380291123813025,0.005038054743020933,0.00503898351597474,0.005050845174759243,0.005080644052415197
2022,KPK,Kohistan,422,105.9,205,37.3,22.9,31.2,282,97884,188238,254,3388,1129,2259,41,85,2,83.0,1,Medium,0.5014492753623189,0.2594268476621418,0.9482758620689655,0.2903225806451607,0.17021276595744622,0.42857142857142827,0.005636705254863931,0.005651523148866103,0.005651511480062641,0.005651810111302105,0.005656946595730353,0.005699396372736398
2022,KPK,Battagram,260,60.5,162,40.4,25.5,32.4,437,151403,291159,393,5241,1747,3494,64,131,2,128.3,2,Extreme,0.26666666666666666,0.1833417127534775,0.5775862068965517,0.7903225806451607,0.7234042553191488,0.6734693877551017,0.008768208174232782,0.008770511211811861,0.008770494873486025,0.00877150154300982,0.008754798302916022,0.008813783051686445
2022,KPK,Tor Ghar,439,172.7,161,37.6,24.8,30.2,610,211405,406549,549,7318,2439,4879,89,183,3,179.2,2,Extreme,0.5260869565217391,0.3713759007876655,0.5689655172413793,0.3387096774193549,0.5744680851063829,0.22448979591836699,0.012263369497141241,0.012267316491298986,0.012267346767337858,0.01226831703338053,0.01225671762408243,0.012313171174391903
2022,Balochistan,All (Province Level),432,182.4,153,38.5,24.8,32.8,5827,2019941,3884501,5244,69921,23307,46614,855,1748,31,1712.2,2,Extreme,0.5159420289855072,0.38763197586727005,0.5,0.4838709677419353,0.5744680851063829,0.7551020408163259,0.11766369678970443,0.11766544043620959,0.11766541451953273,0.1176660734819494,0.1176510202707253,0.11770731640243652
2022,Balochistan,Quetta,276,107.5,133,39.3,23.1,29.9,281,97412,187331,253,3372,1124,2248,41,84,1,82.6,1,Medium,0.2898550724637681,0.26210826210826216,0.3275862068965517,0.6129032258064508,0.21276595744680854,0.16326530612244844,0.0056165020102228414,0.005624015864243624,0.005624025175636576,0.005624872678540463,0.005589601993400229,0.0056718962696110115
2022,Balochistan,Khuzdar,533,283.5,139,39.9,23.4,32.3,254,88074,169374,229,3049,1016,2032,37,76,1,74.7,1,Medium,0.6623188405797101,0.5570638511814983,0.3793103448275862,0.7096774193548382,0.2765957446808505,0.6530612244897952,0.005071014404913429,0.005079814542623499,0.005079844835417343,0.005081073254664806,0.005050845174759243,0.005128769232884624
2022,Balochistan,Turbat,646,273.4,173,36.5,26.2,30.1,363,125756,241838,326,4353,1451,2902,53,109,2,106.6,2,Extreme,0.8260869565217391,0.5401374224903637,0.6724137931034483,0.16129032258064507,0.8723404255319146,0.20408163265306128,0.007273168070792169,0.007275851617081581,0.007275839944491605,0.007276474024738665,0.00727321705165331,0.007321902457134214
2022,Balochistan,Gwadar,408,204.5,134,37.1,25.6,33.6,460,159428,306593,414,5519,1840,3679,67,138,2,135.1,2,Extreme,0.4811594202898551,0.4246690129043071,0.33620689655172414,0.25806451612903236,0.7446808510638299,0.9183673469387758,0.009232882800977837,0.009238193328539373,0.009238216618262083,0.009239539437243358,0.009226210519226884,0.009281284804818019
2022,Balochistan,Lasbela,555,290.8,142,36.7,22.7,31.3,457,158389,304594,411,5483,1828,3655,67,137,2,134.3,2,Extreme,0.6942028985507246,0.5692978045919223,0.4051724137931034,0.19354838709677458,0.12765957446808468,0.4489795918367347,0.009172273067054568,0.00917764233548269,0.00917763765183683,0.009178930213529663,0.00915886591689676,0.009226284598567246
2022,Balochistan,Mastung,329,141.9,136,41.1,23.2,32.0,199,69025,132740,179,2389,796,1593,29,60,1,58.5,1,Medium,0.36666666666666664,0.3197586726998492,0.35344827586206895,0.9032258064516128,0.23404255319148895,0.5918367346938774,0.003959835949653515,0.0039696741511540444,0.003969664817396994,0.003969904153247055,0.003973331537477271,0.0040150150563064615
2022,Balochistan,Kalat,298,105.5,145,36.8,24.3,30.6,408,141602,272311,368,4902,1634,3268,60,123,2,120.0,1,Medium,0.3217391304347826,0.25875649405061174,0.43103448275862066,0.20967741935483816,0.4680851063829786,0.3061224489795919,0.00818231407964119,0.008199327108877738,0.008199313103009214,0.00820076468637252,0.008216041484275035,0.00824315591183467
2022,Balochistan,Sibi,466,210.7,150,38.5,26.0,30.7,431,149532,287562,388,5176,1725,3451,63,129,2,126.8,2,Extreme,0.5652173913043478,0.4350594938830233,0.47413793103448276,0.4838709677419353,0.8297872340425531,0.3265306122448976,0.008646988706386246,0.008661472801793522,0.00866148909948321,0.008662068222415649,0.008620109098255774,0.008710657664966244
2022,Balochistan,Nasirabad,422,193.1,144,38.9,23.1,30.0,519,179887,345937,467,6227,2076,4151,76,156,3,152.5,2,Extreme,0.5014492753623189,0.4055639349756997,0.4224137931034483,0.5483870967741931,0.21276595744680854,0.18367346938775486,0.010424874234802109,0.010430505905003943,0.01043052219856979,0.010431520836946036,0.010438413361169102,0.010477539290772341
2022,Balochistan,Jaffarabad,455,169.2,169,37.7,26.4,33.7,181,62719,120613,163,2171,724,1447,27,54,1,53.2,1,Medium,0.5492753623188406,0.3655103066867773,0.6379310344827587,0.35483870967741965,0.9148936170212761,0.9387755102040822,0.0035961775461139057,0.0036021721663461077,0.003602160502319941,0.003602881631869677,0.003569263923496532,0.003650638689895087
2022,Balochistan,Bolan,401,201.5,133,39.4,24.9,33.2,639,221485,425933,575,7667,2556,5111,94,192,3,187.7,2,Extreme,0.47101449275362317,0.4196413608178315,0.3275862068965517,0.6290322580645156,0.5957446808510634,0.8367346938775515,0.012849263591732833,0.012854760196795972,0.01285477182245896,0.012855889785493856,0.012862819045053538,0.012897548365806371
2022,Balochistan,Zhob,393,182.7,139,36.5,24.7,32.1,547,189788,364976,493,6570,2190,4380,80,164,3,160.9,2,Extreme,0.45942028985507244,0.38813474107591756,0.3793103448275862,0.16129032258064507,0.5531914893617017,0.6122448979591838,0.010990565084752612,0.011007517822476727,0.011007492154432908,0.011008992051773745,0.010977170179810088,0.011055041456405462
2022,Balochistan,Loralai,616,287.4,159,40.7,23.3,33.3,484,167728,322554,435,5806,1935,3871,71,145,3,142.2,2,Extreme,0.782608695652174,0.5635997988939165,0.5517241379310345,0.8387096774193549,0.2553191489361701,0.8571428571428565,0.009717760672363981,0.009721901935248202,0.009721908905962655,0.009722729637405319,0.009697622735537747,0.009769411635293632
2022,Balochistan,Dera Bugti,333,92.5,173,36.7,24.5,31.1,343,119004,228853,309,4119,1373,2746,50,103,2,100.9,2,Extreme,0.372463768115942,0.23697000167588406,0.6724137931034483,0.19354838709677458,0.5106382978723402,0.40816326530612257,0.006869103177970382,0.006882357579431218,0.0068823342521294765,0.006882514070599644,0.006869149437672571,0.006930025987597455
2022,Balochistan,Kohlu,399,166.0,150,41.4,25.8,33.4,511,177059,340499,460,6129,2043,4086,75,153,3,150.1,2,Extreme,0.4681159420289855,0.36014747779453665,0.47413793103448276,0.9516129032258058,0.7872340425531914,0.8775510204081629,0.010263248277673394,0.010265695309850621,0.010265725590555524,0.010266529061280977,0.010236379554178733,0.01031253867202002
2022,Balochistan,Jhal Magsi,419,157.1,163,37.1,23.8,30.0,287,99605,191549,259,3448,1149,2299,42,86,2,84.4,1,Medium,0.4971014492753623,0.3452321099379923,0.5862068965517241,0.25806451612903236,0.3617021276595744,0.18367346938775486,0.005737721478069378,0.005751819837076452,0.005751850128303766,0.005752825484158264,0.005724291198060475,0.005795646733675252
2022,AJK,All (Province Level),499,305.7,123,39.5,25.5,31.3,2910,1008704,1939815,2619,34917,11639,23278,427,873,16,855.0,2,Extreme,0.6130434782608696,0.5942684766214178,0.2413793103448276,0.6451612903225803,0.7234042553191488,0.4489795918367347,0.05873083217164677,0.05873242352989445,0.05873241406847854,0.05873370495766614,0.058724493231867465,0.05877459540473277
2022,AJK,Muzaffarabad,732,547.8,113,37.0,23.3,32.7,558,193406,371934,502,6695,2232,4463,82,167,3,163.9,2,Extreme,0.9507246376811594,1.0,0.15517241379310345,0.24193548387096764,0.2553191489361701,0.7346938775510209,0.011212800775804594,0.011218368152485466,0.011218351808453368,0.011219440745224078,0.011179203986800458,0.011261292229845864
2022,AJK,Mirpur,450,305.4,111,39.4,24.6,32.8,492,170711,328290,443,5909,1970,3939,72,148,3,144.7,2,Extreme,0.5420289855072464,0.5937657114127702,0.13793103448275862,0.6290322580645156,0.5319148936170214,0.7551020408163259,0.009879386629492696,0.009895745642936446,0.00989573629536498,0.009896139360808392,0.009899656542528116,0.009941287279827299
2022,AJK,Rawlakot,431,284.8,112,37.8,23.1,31.2,309,107203,206159,278,3711,1237,2474,45,93,2,90.9,1,Medium,0.5144927536231884,0.5592425004189711,0.14655172413793102,0.37096774193548326,0.21276595744680854,0.42857142857142827,0.0061821928601733436,0.006194617185723883,0.0061946008534027805,0.006195609535177762,0.006195703414371338,0.006242523409462786
2022,AJK,Kotli,635,442.7,117,39.9,25.5,32.2,158,54926,105626,143,1901,634,1268,23,48,1,46.6,1,Medium,0.8101449275362319,0.823864588570471,0.1896551724137931,0.7096774193548382,0.7234042553191488,0.6326530612244903,0.0031315029193688506,0.0031480105793482882,0.0031479849296259695,0.0031483124540169606,0.0031651963095157922,0.0031968869883262064
2022,AJK,Bagh,631,350.7,140,40.8,23.4,31.2,378,131113,252140,340,4539,1513,3026,55,113,2,111.1,2,Extreme,0.8043478260869565,0.6696832579185521,0.3879310344827586,0.8548387096774185,0.2765957446808505,0.42857142857142827,0.00757621674040851,0.007588047641917628,0.007588038299725695,0.007589621680592758,0.0075425954609738026,0.007631278617294815
2022,AJK,Haveli,619,433.6,116,39.2,25.4,31.5,259,89942,172965,234,3113,1038,2076,38,78,1,76.2,1,Medium,0.7869565217391304,0.8086140439081616,0.1810344827586207,0.5967741935483872,0.7021276595744675,0.4897959183673468,0.005172030628118876,0.005188678118205679,0.0051886687816069775,0.005188822985711375,0.005185534379419489,0.005231894619604824
2022,AJK,Neelum,328,158.3,127,37.7,24.9,33.7,573,198541,381810,515,6873,2291,4582,84,172,3,168.3,2,Extreme,0.3652173913043478,0.3472431707725826,0.27586206896551724,0.35483870967741965,0.5957446808510634,0.9387755102040822,0.011515849445420934,0.011517626429045687,0.011517640388951512,0.011519119684697349,0.011515926998451075,0.011563793364225118
2022,AJK,Hattian,430,280.5,113,39.2,23.1,32.0,473,163921,315233,426,5674,1891,3783,69,142,3,138.9,2,Extreme,0.5130434782608696,0.5520361990950227,0.15517241379310345,0.5967741935483872,0.21276595744680854,0.5918367346938774,0.009495524981311999,0.009500037035761393,0.009500048669244662,0.009500495817121769,0.009495588928547377,0.009542535784509193
2022,Gilgit-Baltistan,All (Province Level),361,167.4,135,40.4,25.1,31.5,1684,583715,1122528,1515,20206,6735,13470,247,505,9,494.8,2,Extreme,0.41304347826086957,0.36249371543489195,0.3448275862068966,0.7903225806451607,0.6382978723404257,0.4897959183673468,0.03396165424167121,0.03396485280018621,0.03396482940975176,0.03396641912288352,0.033941679574382114,0.03401075254032203
2022,Gilgit-Baltistan,Gilgit,286,110.3,136,40.7,25.1,32.4,126,43692,84024,113,1512,504,1008,18,38,1,37.0,1,Medium,0.30434782608695654,0.2668007373889727,0.35344827586206895,0.8387096774193549,0.6382978723404257,0.6734693877551017,0.0024849990908539913,0.002493313894075158,0.00249334419289846,0.0024933961199995287,0.00249175028621456,0.002536884513316925
2022,Gilgit-Baltistan,Skardu,519,281.6,136,38.0,24.5,30.6,275,95430,183520,248,3303,1101,2202,40,83,1,80.9,1,Medium,0.6420289855072464,0.5538796715267305,0.35344827586206895,0.4032258064516127,0.5106382978723402,0.3061224489795919,0.005495282542376306,0.005508508580087372,0.005508534209630256,0.005508704999755879,0.005522257391070106,0.005555020831328118
2022,Gilgit-Baltistan,Ghanche,250,103.3,123,38.9,26.2,32.1,239,82917,159456,215,2870,957,1913,35,72,1,70.3,1,Medium,0.25217391304347825,0.25506954918719627,0.2413793103448276,0.5483870967741931,0.8723404255319146,0.6122448979591838,0.004767965735297089,0.004779274146864773,0.004779283460226924,0.004779710725643931,0.00478146676543875,0.0048262680985053695
2022,Gilgit-Baltistan,Ghizer,402,202.3,133,39.8,22.9,31.8,225,77884,149776,202,2696,899,1797,33,67,1,66.0,1,Medium,0.47246376811594204,0.42098206804089167,0.3275862068965517,0.6935483870967735,0.17021276595744622,0.5510204081632654,0.004485120310321838,0.004485960241133986,0.004485934588292737,0.00448676614436107,0.004444743753788134,0.004530641989907463
2022,Gilgit-Baltistan,Hunza,529,333.6,122,38.1,24.7,33.3,150,52022,100042,135,1801,600,1201,22,45,1,44.1,1,Medium,0.6565217391304348,0.6410256410256411,0.23275862068965517,0.41935483870967744,0.5531914893617017,0.8571428571428565,0.002969876962240136,0.002978770845145585,0.0029787638448242654,0.002979953499256695,0.0029631625025254224,0.0030250113437925393
2022,Gilgit-Baltistan,Nagar,495,289.8,127,38.5,24.1,33.2,221,76671,147444,199,2654,885,1769,32,66,1,65.0,1,Medium,0.6072463768115942,0.5676219205630971,0.27586206896551724,0.4838709677419353,0.4255319148936171,0.8367346938775515,0.0044043073317574805,0.004415268850780032,0.004415264178235866,0.004416055383361758,0.004377399151458011,0.004461891732093996
2022,Gilgit-Baltistan,Astore,437,216.7,138,38.7,24.8,30.6,101,35153,67601,91,1217,406,811,15,30,1,29.8,1,Medium,0.5231884057971015,0.44511479805597454,0.3706896551724138,0.5161290322580647,0.5744680851063829,0.3061224489795919,0.0019799179748267574,0.001995676810618931,0.0019956511635828467,0.001996737203456746,0.001952993467573574,0.002041882657059964
2022,Gilgit-Baltistan,Diamer,509,307.2,125,40.9,25.3,29.9,196,67979,130728,176,2353,784,1569,29,59,1,57.6,1,Medium,0.6275362318840579,0.5967823026646556,0.25862068965517243,0.8709677419354832,0.6808510638297872,0.16326530612244844,0.003899226215730246,0.003908715211079655,0.003908691890709848,0.00390929492953336,0.003905986935147148,0.003953139824274341
2022,FATA,All (Province Level),283,55.5,182,40.1,24.3,31.4,1585,549492,1056716,1427,19021,6340,12681,232,476,8,465.8,2,Extreme,0.3,0.17496229260935145,0.75,0.7419354838709676,0.4680851063829786,0.4693877551020404,0.031961533022203364,0.031970399830620395,0.03197042073622566,0.03197136550897437,0.031988686106808537,0.03201699506373149
2022,FATA,Khyber,265,54.1,172,39.6,23.3,33.2,182,63221,121579,164,2188,729,1459,27,55,1,53.6,1,Medium,0.27391304347826084,0.17261605496899615,0.6637931034482759,0.6612903225806451,0.2553191489361701,0.8367346938775515,0.003616380790754995,0.0036314277953301837,0.003631434780242299,0.003631502654178922,0.003636608525826655,0.003678138793020474
2022,FATA,Kurram,387,130.4,168,36.6,25.2,31.7,293,101568,195324,264,3516,1172,2344,43,88,2,86.1,1,Medium,0.45072463768115945,0.30048600636835937,0.6293103448275862,0.17741935483870983,0.659574468085106,0.5306122448979589,0.005858940945915914,0.005866219836470359,0.005866250127430993,0.005867309573395245,0.005858980402720722,0.005912522171958145
2022,FATA,Orakzai,417,120.6,189,40.3,23.0,30.5,300,103843,199698,270,3595,1198,2396,44,90,2,88.0,1,Medium,0.49420289855072463,0.28406234288587234,0.8103448275862069,0.774193548387096,0.19148936170212738,0.28571428571428553,0.00600036365840354,0.005998802617224887,0.0059988026032409235,0.006000313147655854,0.0059936696073809685,0.006043147661803732
2022,FATA,Mohmand,283,64.5,172,39.6,23.4,32.4,268,92819,178498,241,3213,1071,2142,39,80,1,78.7,1,Medium,0.3,0.1900452488687783,0.6637931034482759,0.6612903225806451,0.2765957446808505,0.6734693877551017,0.00535385982988868,0.005356344342482944,0.0053563443299966314,0.005357181940471641,0.005320223584079736,0.005403770264138491
2022,FATA,Bajaur,254,52.1,167,41.0,22.9,30.6,113,39050,75097,101,1352,451,901,17,34,1,33.1,1,Medium,0.2579710144927536,0.16926428691134576,0.6206896551724138,0.8870967741935479,0.17021276595744622,0.3061224489795919,0.0022223569105198297,0.002222786743190534,0.0022228147115186587,0.002224021792383104,0.002222371876894067,0.0022687585078444046
2022,FATA,North Waziristan,181,16.8,155,41.5,25.3,31.3,235,81388,156516,211,2817,939,1878,34,70,1,69.0,1,Medium,0.15217391304347827,0.110105580693816,0.5172413793103449,0.9677419354838706,0.6808510638297872,0.4489795918367347,0.004687152756732731,0.004690166862568653,0.004690187831767573,0.00469048047962099,0.004646777560778504,0.004736892763347863
2022,FATA,South Waziristan,258,35.8,190,40.9,23.4,33.2,189,65508,125976,170,2268,756,1512,28,57,1,55.5,1,Medium,0.263768115942029,0.1419473772414949,0.8189655172413793,0.8709677419354832,0.2765957446808505,0.8367346938775515,0.003757803503242621,0.0037647099138293514,0.0037646842626694287,0.003766189817987134,0.0037712977304869013,0.003808764282866061
