Year,Province,District,Rainfall_Actual_mm,Rainfall_Anomaly_pct,Flooded_Area_sqkm,Persons_Affected,Persons_in_Camps,Medical_Camps,Persons_Rescued,Total_Houses_Damaged,Roads_Damaged_km,Est_Damages_USD_Mn,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Total_Deaths_Cum,Fatality_Category,Fatality_Label
2021,Gilgit-Baltistan,Ghizer,300,120.6,8,5400,162,0,32,97,2,1.8,37.0,25.8,33.5,1,1,Category_1_Low_1to50
2021,Gilgit-Baltistan,Hunza,219,67.2,20,13294,399,0,80,239,6,4.4,37.5,25.7,33.6,2,1,Category_1_Low_1to50
2021,Gilgit-Baltistan,Nagar,324,138.2,20,13256,398,0,80,239,6,4.4,38.6,22.9,29.9,2,1,Category_1_Low_1to50
2021,Gilgit-Baltistan,Astore,303,111.9,15,10206,306,0,61,184,5,3.4,37.8,24.5,31.7,1,1,Category_1_Low_1to50
2021,Gilgit-Baltistan,Diamer,278,91.7,14,9391,282,0,56,169,4,3.1,40.9,26.1,33.4,1,1,Category_1_Low_1to50
2021,FATA,All (Province Level),154,20.3,71,47481,1424,1,285,855,21,15.7,38.3,25.5,32.1,7,1,Category_1_Low_1to50
2021,FATA,Khyber,114,-14.3,5,3082,92,0,18,55,1,1.0,40.1,26.1,33.6,0,0,Category_0_No_Deaths
2021,FATA,Kurram,126,2.4,6,4216,126,0,25,76,2,1.4,41.0,24.9,32.8,1,1,Category_1_Low_1to50
2021,FATA,Orakzai,101,-21.7,7,4817,145,0,29,87,2,1.6,40.1,23.5,32.7,1,1,Category_1_Low_1to50
2021,FATA,Mohmand,196,58.1,13,8420,253,0,51,152,4,2.8,39.9,25.7,33.8,1,1,Category_1_Low_1to50
2021,FATA,Bajaur,115,-1.7,8,5428,163,0,33,98,2,1.8,39.9,26.3,31.4,1,1,Category_1_Low_1to50
2021,FATA,North Waziristan,155,29.2,6,4017,121,0,24,72,2,1.3,37.6,25.6,29.8,1,1,Category_1_Low_1to50
2021,FATA,South Waziristan,129,-2.3,12,8292,249,0,50,149,4,2.8,39.8,25.3,31.6,1,1,Category_1_Low_1to50
2022,Pakistan (National),All,390,156.6,49500,33000000,990000,50,198000,594000,14850,14545.5,38.9,24.8,32.0,1739,2,Category_2_Critical
2022,Punjab,All (Province Level),301,138.9,14054,9369128,281074,14,56215,168644,4216,4129.6,37.8,24.8,31.0,494,2,Category_2_Critical
2022,Punjab,Lahore,260,91.2,542,361301,10839,1,2168,6503,163,159.2,40.2,23.7,32.8,19,1,Category_1_Low_1to50
2022,Punjab,Multan,238,87.4,658,438851,13166,1,2633,7899,197,193.4,41.1,25.2,30.5,23,1,Category_1_Low_1to50
2022,Punjab,Faisalabad,341,152.6,636,423895,12717,1,2543,7630,191,186.8,39.1,25.9,32.7,22,1,Category_1_Low_1to50
2022,Punjab,Rawalpindi,407,186.6,495,330332,9910,0,1982,5946,149,145.6,37.2,24.6,30.9,17,1,Category_1_Low_1to50
2022,Punjab,Gujranwala,219,56.4,799,532671,15980,1,3196,9588,240,234.8,37.4,25.9,31.7,28,1,Category_1_Low_1to50
2022,Punjab,Sargodha,226,71.2,370,246756,7403,0,1481,4442,111,108.8,39.3,23.2,30.3,13,1,Category_1_Low_1to50
2022,Punjab,Sialkot,373,242.2,369,245852,7376,0,1475,4425,111,108.4,39.3,23.0,33.5,13,1,Category_1_Low_1to50
2022,Punjab,Jhang,432,213.0,885,590060,17702,1,3540,10621,266,260.1,40.7,25.0,31.1,31,1,Category_1_Low_1to50
2022,Punjab,Muzaffargarh,351,207.9,362,241116,7233,0,1447,4340,109,106.3,37.8,24.6,30.8,13,1,Category_1_Low_1to50
2022,Punjab,Rahim Yar Khan,383,190.2,767,511576,15347,1,3069,9208,230,225.5,39.4,24.6,30.6,27,1,Category_1_Low_1to50
2022,Punjab,Bahawalnagar,205,51.9,666,443826,13315,1,2663,7989,200,195.6,37.4,24.2,30.0,23,1,Category_1_Low_1to50
2022,Punjab,Bahawalpur,195,47.7,288,191937,5758,0,1152,3455,86,84.6,40.7,24.2,33.3,10,1,Category_1_Low_1to50
2022,Punjab,D.G. Khan,221,68.7,359,239330,7180,0,1436,4308,108,105.5,38.6,25.1,32.9,13,1,Category_1_Low_1to50
2022,Punjab,Rajanpur,434,267.8,633,421903,12657,1,2531,7594,190,186.0,38.3,25.6,32.3,22,1,Category_1_Low_1to50
2022,Punjab,Mianwali,307,149.6,353,235394,7062,0,1412,4237,106,103.8,37.4,26.4,32.9,12,1,Category_1_Low_1to50
2022,Punjab,Khushab,424,278.6,611,407511,12225,1,2445,7335,183,179.6,37.8,24.9,33.0,21,1,Category_1_Low_1to50
2022,Punjab,Chakwal,304,151.2,389,259333,7780,0,1556,4668,117,114.3,38.0,23.4,33.0,14,1,Category_1_Low_1to50
2022,Punjab,Jhelum,439,218.1,776,517178,15515,1,3103,9309,233,228.0,38.9,25.4,31.6,27,1,Category_1_Low_1to50
2022,Punjab,Kasur,369,238.5,437,291560,8747,0,1749,5248,131,128.5,40.6,26.0,30.8,15,1,Category_1_Low_1to50
2022,Punjab,Sheikhupura,342,189.8,458,305219,9157,0,1831,5494,137,134.5,39.5,23.9,30.1,16,1,Category_1_Low_1to50
2022,Punjab,Gujrat,395,176.2,215,143261,4298,0,860,2579,64,63.1,38.7,24.7,30.4,8,1,Category_1_Low_1to50
2022,Punjab,Hafizabad,346,143.7,465,309910,9297,0,1859,5578,139,136.6,37.5,25.7,29.9,16,1,Category_1_Low_1to50
2022,Punjab,Narowal,276,142.1,377,251476,7544,0,1509,4527,113,110.8,38.4,24.4,31.1,13,1,Category_1_Low_1to50
2022,Punjab,Layyah,289,153.5,814,542395,16272,1,3254,9763,244,239.1,37.9,26.1,32.1,29,1,Category_1_Low_1to50
2022,Punjab,Bhakkar,302,155.9,424,282667,8480,0,1696,5088,127,124.6,41.2,26.2,30.2,15,1,Category_1_Low_1to50
2022,Sindh,All (Province Level),334,127.2,12437,8291217,248737,12,49747,149242,3731,3654.5,40.2,24.7,31.5,437,2,Category_2_Critical
2022,Sindh,Karachi,388,165.8,577,384826,11545,1,2309,6927,173,169.6,37.6,24.0,33.7,20,1,Category_1_Low_1to50
2022,Sindh,Hyderabad,357,124.5,663,441882,13256,1,2651,7954,199,194.8,38.2,23.4,32.2,23,1,Category_1_Low_1to50
2022,Sindh,Sukkur,466,230.5,908,605222,18157,1,3631,10894,272,266.8,36.9,26.5,31.6,32,1,Category_1_Low_1to50
2022,Sindh,Larkana,365,172.4,854,569026,17071,1,3414,10242,256,250.8,40.3,25.9,32.1,30,1,Category_1_Low_1to50
2022,Sindh,Khairpur,226,61.4,525,349877,10496,1,2099,6298,157,154.2,38.1,26.5,33.0,18,1,Category_1_Low_1to50
2022,Sindh,Jacobabad,251,49.4,810,539945,16198,1,3240,9719,243,238.0,38.4,23.1,31.8,28,1,Category_1_Low_1to50
2022,Sindh,Shikarpur,204,24.4,1170,779964,23399,1,4680,14039,351,343.8,37.9,22.8,33.2,41,1,Category_1_Low_1to50
2022,Sindh,Kashmore,373,131.7,997,664502,19935,1,3987,11961,299,292.9,40.5,26.2,32.1,35,1,Category_1_Low_1to50
2022,Sindh,Dadu,235,45.1,1316,877279,26318,1,5264,15791,395,386.7,39.0,24.2,32.3,46,1,Category_1_Low_1to50
2022,Sindh,Jamshoro,462,244.8,386,257083,7712,0,1542,4627,116,113.3,38.7,26.4,31.6,14,1,Category_1_Low_1to50
2022,Sindh,Thatta,357,133.3,572,381278,11438,1,2288,6863,172,168.1,40.5,24.5,33.1,20,1,Category_1_Low_1to50
2022,Sindh,Badin,398,153.5,645,430011,12900,1,2580,7740,194,189.5,39.3,22.9,30.5,23,1,Category_1_Low_1to50
2022,Sindh,Sanghar,403,219.8,472,314548,9436,0,1887,5662,142,138.6,40.3,23.7,31.1,17,1,Category_1_Low_1to50
2022,Sindh,Mirpur Khas,466,261.2,589,392777,11783,1,2357,7070,177,173.1,38.7,26.1,32.3,21,1,Category_1_Low_1to50
2022,Sindh,Tharparkar,413,145.8,521,347613,10428,1,2086,6257,156,153.2,41.0,24.0,33.8,18,1,Category_1_Low_1to50
2022,Sindh,Umerkot,448,234.3,249,166193,4986,0,997,2991,75,73.3,36.8,23.6,31.6,9,1,Category_1_Low_1to50
2022,Sindh,Matiari,272,85.0,914,609113,18273,1,3655,10964,274,268.5,41.2,25.9,31.1,32,1,Category_1_Low_1to50
2022,Sindh,Qambar,219,72.4,1152,768229,23047,1,4609,13828,346,338.6,37.4,25.6,30.6,40,1,Category_1_Low_1to50
2022,KPK,All (Province Level),298,67.4,9934,6622744,198682,10,39736,119209,2980,2919.1,38.6,25.5,32.7,349,2,Category_2_Critical
2022,KPK,Peshawar,185,-7.5,273,182213,5466,0,1093,3280,82,80.3,39.1,23.0,30.3,10,1,Category_1_Low_1to50
2022,KPK,Nowshera,365,84.3,616,410934,12328,1,2466,7397,185,181.1,38.4,22.9,33.7,22,1,Category_1_Low_1to50
2022,KPK,Charsadda,278,82.9,362,241392,7242,0,1448,4345,109,106.4,40.0,26.6,33.7,13,1,Category_1_Low_1to50
2022,KPK,Mardan,330,78.4,295,196670,5900,0,1180,3540,89,86.7,40.2,23.4,33.7,10,1,Category_1_Low_1to50
2022,KPK,Swat,324,87.3,759,506219,15187,1,3037,9112,228,223.1,41.4,25.0,33.3,27,1,Category_1_Low_1to50
2022,KPK,Malakand,326,115.9,886,590969,17729,1,3546,10637,266,260.5,36.7,23.5,30.6,31,1,Category_1_Low_1to50
2022,KPK,Dir Upper,275,58.0,368,245197,7356,0,1471,4414,110,108.1,37.0,22.8,32.5,13,1,Category_1_Low_1to50
2022,KPK,Dir Lower,349,79.0,553,368876,11066,1,2213,6640,166,162.6,38.7,25.2,33.7,19,1,Category_1_Low_1to50
2022,KPK,Chitral,352,118.6,707,471004,14130,1,2826,8478,212,207.6,39.3,26.6,31.9,25,1,Category_1_Low_1to50
2022,KPK,Mansehra,447,145.6,744,496067,14882,1,2976,8929,223,218.7,36.7,25.0,30.9,26,1,Category_1_Low_1to50
2022,KPK,Abbottabad,253,30.4,350,233632,7009,0,1402,4205,105,103.0,38.0,23.5,33.7,12,1,Category_1_Low_1to50
2022,KPK,Haripur,342,89.0,504,336309,10089,1,2018,6054,151,148.2,41.1,25.4,31.5,18,1,Category_1_Low_1to50
2022,KPK,Swabi,325,60.9,608,405338,12160,1,2432,7296,182,178.7,39.6,25.9,32.5,21,1,Category_1_Low_1to50
2022,KPK,Buner,252,57.5,936,624220,18727,1,3745,11236,281,275.1,38.9,25.5,30.8,33,1,Category_1_Low_1to50
2022,KPK,Shangla,439,133.5,252,167995,5040,0,1008,3024,76,74.0,38.5,23.5,31.3,9,1,Category_1_Low_1to50
2022,KPK,Kohistan,422,105.9,282,188238,5647,0,1129,3388,85,83.0,37.3,22.9,31.2,10,1,Category_1_Low_1to50
2022,KPK,Battagram,260,60.5,437,291159,8735,0,1747,5241,131,128.3,40.4,25.5,32.4,15,1,Category_1_Low_1to50
2022,KPK,Tor Ghar,439,172.7,610,406549,12196,1,2439,7318,183,179.2,37.6,24.8,30.2,21,1,Category_1_Low_1to50
2022,Balochistan,All (Province Level),432,182.4,5827,3884501,116535,6,23307,69921,1748,1712.2,38.5,24.8,32.8,205,2,Category_2_Critical
2022,Balochistan,Quetta,276,107.5,281,187331,5620,0,1124,3372,84,82.6,39.3,23.1,29.9,10,1,Category_1_Low_1to50
2022,Balochistan,Khuzdar,533,283.5,254,169374,5081,0,1016,3049,76,74.7,39.9,23.4,32.3,9,1,Category_1_Low_1to50
2022,Balochistan,Turbat,646,273.4,363,241838,7255,0,1451,4353,109,106.6,36.5,26.2,30.1,13,1,Category_1_Low_1to50
2022,Balochistan,Gwadar,408,204.5,460,306593,9198,0,1840,5519,138,135.1,37.1,25.6,33.6,16,1,Category_1_Low_1to50
2022,Balochistan,Lasbela,555,290.8,457,304594,9138,0,1828,5483,137,134.3,36.7,22.7,31.3,16,1,Category_1_Low_1to50
2022,Balochistan,Mastung,329,141.9,199,132740,3982,0,796,2389,60,58.5,41.1,23.2,32.0,7,1,Category_1_Low_1to50
2022,Balochistan,Kalat,298,105.5,408,272311,8169,0,1634,4902,123,120.0,36.8,24.3,30.6,14,1,Category_1_Low_1to50
2022,Balochistan,Sibi,466,210.7,431,287562,8627,0,1725,5176,129,126.8,38.5,26.0,30.7,15,1,Category_1_Low_1to50
2022,Balochistan,Nasirabad,422,193.1,519,345937,10378,1,2076,6227,156,152.5,38.9,23.1,30.0,18,1,Category_1_Low_1to50
2022,Balochistan,Jaffarabad,455,169.2,181,120613,3618,0,724,2171,54,53.2,37.7,26.4,33.7,6,1,Category_1_Low_1to50
2022,Balochistan,Bolan,401,201.5,639,425933,12778,1,2556,7667,192,187.7,39.4,24.9,33.2,22,1,Category_1_Low_1to50
2022,Balochistan,Zhob,393,182.7,547,364976,10949,1,2190,6570,164,160.9,36.5,24.7,32.1,19,1,Category_1_Low_1to50
2022,Balochistan,Loralai,616,287.4,484,322554,9677,0,1935,5806,145,142.2,40.7,23.3,33.3,17,1,Category_1_Low_1to50
2022,Balochistan,Dera Bugti,333,92.5,343,228853,6866,0,1373,4119,103,100.9,36.7,24.5,31.1,12,1,Category_1_Low_1to50
2022,Balochistan,Kohlu,399,166.0,511,340499,10215,1,2043,6129,153,150.1,41.4,25.8,33.4,18,1,Category_1_Low_1to50
2022,Balochistan,Jhal Magsi,419,157.1,287,191549,5746,0,1149,3448,86,84.4,37.1,23.8,30.0,10,1,Category_1_Low_1to50
2022,AJK,All (Province Level),499,305.7,2910,1939815,58194,3,11639,34917,873,855.0,39.5,25.5,31.3,102,2,Category_2_Critical
2022,AJK,Muzaffarabad,732,547.8,558,371934,11158,1,2232,6695,167,163.9,37.0,23.3,32.7,20,1,Category_1_Low_1to50
2022,AJK,Mirpur,450,305.4,492,328290,9849,0,1970,5909,148,144.7,39.4,24.6,32.8,17,1,Category_1_Low_1to50
2022,AJK,Rawlakot,431,284.8,309,206159,6185,0,1237,3711,93,90.9,37.8,23.1,31.2,11,1,Category_1_Low_1to50
2022,AJK,Kotli,635,442.7,158,105626,3169,0,634,1901,48,46.6,39.9,25.5,32.2,6,1,Category_1_Low_1to50
2022,AJK,Bagh,631,350.7,378,252140,7564,0,1513,4539,113,111.1,40.8,23.4,31.2,13,1,Category_1_Low_1to50
2022,AJK,Haveli,619,433.6,259,172965,5189,0,1038,3113,78,76.2,39.2,25.4,31.5,9,1,Category_1_Low_1to50
2022,AJK,Neelum,328,158.3,573,381810,11454,1,2291,6873,172,168.3,37.7,24.9,33.7,20,1,Category_1_Low_1to50
2022,AJK,Hattian,430,280.5,473,315233,9457,0,1891,5674,142,138.9,39.2,23.1,32.0,17,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,All (Province Level),361,167.4,1684,1122528,33676,2,6735,20206,505,494.8,40.4,25.1,31.5,59,2,Category_2_Critical
2022,Gilgit-Baltistan,Gilgit,286,110.3,126,84024,2521,0,504,1512,38,37.0,40.7,25.1,32.4,4,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,Skardu,519,281.6,275,183520,5506,0,1101,3303,83,80.9,38.0,24.5,30.6,10,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,Ghanche,250,103.3,239,159456,4784,0,957,2870,72,70.3,38.9,26.2,32.1,8,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,Ghizer,402,202.3,225,149776,4493,0,899,2696,67,66.0,39.8,22.9,31.8,8,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,Hunza,529,333.6,150,100042,3001,0,600,1801,45,44.1,38.1,24.7,33.3,5,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,Nagar,495,289.8,221,147444,4423,0,885,2654,66,65.0,38.5,24.1,33.2,8,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,Astore,437,216.7,101,67601,2028,0,406,1217,30,29.8,38.7,24.8,30.6,4,1,Category_1_Low_1to50
2022,Gilgit-Baltistan,Diamer,509,307.2,196,130728,3922,0,784,2353,59,57.6,40.9,25.3,29.9,7,1,Category_1_Low_1to50
2022,FATA,All (Province Level),283,55.5,1585,1056716,31701,2,6340,19021,476,465.8,40.1,24.3,31.4,56,2,Category_2_Critical
2022,FATA,Khyber,265,54.1,182,121579,3647,0,729,2188,55,53.6,39.6,23.3,33.2,6,1,Category_1_Low_1to50
2022,FATA,Kurram,387,130.4,293,195324,5860,0,1172,3516,88,86.1,36.6,25.2,31.7,10,1,Category_1_Low_1to50
2022,FATA,Orakzai,417,120.6,300,199698,5991,0,1198,3595,90,88.0,40.3,23.0,30.5,11,1,Category_1_Low_1to50
2022,FATA,Mohmand,283,64.5,268,178498,5355,0,1071,3213,80,78.7,39.6,23.4,32.4,9,1,Category_1_Low_1to50
2022,FATA,Bajaur,254,52.1,113,75097,2253,0,451,1352,34,33.1,41.0,22.9,30.6,4,1,Category_1_Low_1to50
2022,FATA,North Waziristan,181,16.8,235,156516,4695,0,939,2817,70,69.0,41.5,25.3,31.3,8,1,Category_1_Low_1to50
2022,FATA,South Waziristan,258,35.8,189,125976,3779,0,756,2268,57,55.5,40.9,23.4,33.2,7,1,Category_1_Low_1to50
2023,Pakistan (National),All,234,60.3,4200,2800000,84000,4,16800,50400,1260,1036.4,38.9,24.6,31.7,312,2,Category_2_Critical
2023,Punjab,All (Province Level),314,118.1,1124,749485,22485,1,4497,13491,337,277.4,37.8,25.6,32.7,84,2,Category_2_Critical
2023,Punjab,Lahore,251,57.9,71,47398,1422,0,284,853,21,17.5,40.0,26.2,33.1,5,1,Category_1_Low_1to50
2023,Punjab,Multan,263,92.0,44,29556,887,0,177,532,13,10.9,37.1,26.5,31.1,3,1,Category_1_Low_1to50
2023,Punjab,Faisalabad,460,235.8,43,28603,858,0,172,515,13,10.6,40.5,26.1,31.6,3,1,Category_1_Low_1to50
2023,Punjab,Rawalpindi,446,187.7,45,30241,907,0,181,544,14,11.2,37.7,26.3,31.5,3,1,Category_1_Low_1to50
2023,Punjab,Gujranwala,242,55.1,58,38681,1160,0,232,696,17,14.3,39.6,26.3,30.6,4,1,Category_1_Low_1to50
2023,Punjab,Sargodha,194,52.8,50,33114,993,0,199,596,15,12.3,41.5,23.8,33.8,4,1,Category_1_Low_1to50
2023,Punjab,Sialkot,401,165.6,28,18757,563,0,113,338,8,6.9,39.5,24.8,33.3,2,1,Category_1_Low_1to50
2023,Punjab,Jhang,232,56.8,32,21273,638,0,128,383,10,7.9,37.8,24.1,31.8,2,1,Category_1_Low_1to50
2023,Punjab,Muzaffargarh,382,170.9,18,11926,358,0,72,215,5,4.4,40.9,25.5,29.9,1,1,Category_1_Low_1to50
2023,Punjab,Rahim Yar Khan,409,147.9,38,25318,760,0,152,456,11,9.4,39.2,25.5,30.8,3,1,Category_1_Low_1to50
2023,Punjab,Bahawalnagar,236,76.1,51,34114,1023,0,205,614,15,12.6,38.8,25.6,31.4,4,1,Category_1_Low_1to50
2023,Punjab,Bahawalpur,293,91.5,49,32388,972,0,194,583,15,12.0,37.7,25.3,30.6,4,1,Category_1_Low_1to50
2023,Punjab,D.G. Khan,451,208.9,19,12878,386,0,77,232,6,4.8,40.6,24.1,32.3,1,1,Category_1_Low_1to50
2023,Punjab,Rajanpur,400,159.7,57,37805,1134,0,227,680,17,14.0,36.8,24.9,31.8,4,1,Category_1_Low_1to50
2023,Punjab,Mianwali,265,89.3,55,36574,1097,0,219,658,16,13.5,37.8,23.2,33.3,4,1,Category_1_Low_1to50
2023,Punjab,Khushab,423,213.3,58,38605,1158,0,232,695,17,14.3,39.3,23.1,33.6,4,1,Category_1_Low_1to50
2023,Punjab,Chakwal,274,93.0,38,25380,761,0,152,457,11,9.4,37.8,24.2,33.1,3,1,Category_1_Low_1to50
2023,Punjab,Jhelum,321,100.6,53,35301,1059,0,212,635,16,13.1,36.8,26.3,30.8,4,1,Category_1_Low_1to50
2023,Punjab,Kasur,345,115.6,56,37082,1112,0,222,667,17,13.7,37.1,24.1,32.1,4,1,Category_1_Low_1to50
2023,Punjab,Sheikhupura,415,196.4,49,32623,979,0,196,587,15,12.1,37.5,25.8,30.3,4,1,Category_1_Low_1to50
2023,Punjab,Gujrat,289,95.3,34,22461,674,0,135,404,10,8.3,39.4,24.3,31.6,3,1,Category_1_Low_1to50
2023,Punjab,Hafizabad,458,188.1,32,21211,636,0,127,382,10,7.8,37.3,22.8,33.6,2,1,Category_1_Low_1to50
2023,Punjab,Narowal,409,200.7,47,31480,944,0,189,567,14,11.7,39.0,26.6,32.6,4,1,Category_1_Low_1to50
2023,Punjab,Layyah,246,57.7,23,15286,459,0,92,275,7,5.7,38.1,22.8,33.7,2,1,Category_1_Low_1to50
2023,Punjab,Bhakkar,255,91.7,21,14169,425,0,85,255,6,5.2,38.7,26.4,33.4,2,1,Category_1_Low_1to50
2023,Sindh,All (Province Level),231,55.0,1036,690948,20728,1,4146,12437,311,255.7,38.3,23.8,32.8,77,2,Category_2_Critical
2023,Sindh,Karachi,237,59.1,32,21590,648,0,130,389,10,8.0,36.7,23.3,31.4,2,1,Category_1_Low_1to50
2023,Sindh,Hyderabad,227,49.3,57,38035,1141,0,228,685,17,14.1,41.0,24.0,30.4,4,1,Category_1_Low_1to50
2023,Sindh,Sukkur,161,10.3,65,43596,1308,0,262,785,20,16.1,36.7,22.9,31.8,5,1,Category_1_Low_1to50
2023,Sindh,Larkana,264,79.6,55,36984,1110,0,222,666,17,13.7,38.6,24.7,30.1,4,1,Category_1_Low_1to50
2023,Sindh,Khairpur,176,33.3,104,69448,2083,0,417,1250,31,25.7,37.3,25.4,32.5,8,1,Category_1_Low_1to50
2023,Sindh,Jacobabad,232,50.6,89,59559,1787,0,357,1072,27,22.0,40.0,24.8,31.8,7,1,Category_1_Low_1to50
2023,Sindh,Shikarpur,272,76.6,68,45472,1364,0,273,818,20,16.8,40.2,25.3,32.0,5,1,Category_1_Low_1to50
2023,Sindh,Kashmore,189,48.8,66,43989,1320,0,264,792,20,16.3,39.4,25.1,33.8,5,1,Category_1_Low_1to50
2023,Sindh,Dadu,181,39.2,46,30968,929,0,186,557,14,11.5,40.4,23.7,32.3,3,1,Category_1_Low_1to50
2023,Sindh,Jamshoro,321,119.9,67,44807,1344,0,269,807,20,16.6,38.0,26.3,33.3,5,1,Category_1_Low_1to50
2023,Sindh,Thatta,157,12.9,27,18240,547,0,109,328,8,6.8,41.4,25.0,31.4,2,1,Category_1_Low_1to50
2023,Sindh,Badin,204,20.7,78,51808,1554,0,311,933,23,19.2,40.8,26.1,31.9,6,1,Category_1_Low_1to50
2023,Sindh,Sanghar,258,50.9,60,39974,1199,0,240,720,18,14.8,38.0,25.9,31.9,4,1,Category_1_Low_1to50
2023,Sindh,Mirpur Khas,174,12.3,36,23991,720,0,144,432,11,8.9,37.0,26.5,31.1,3,1,Category_1_Low_1to50
2023,Sindh,Tharparkar,335,112.0,33,21681,650,0,130,390,10,8.0,40.3,24.7,31.8,2,1,Category_1_Low_1to50
2023,Sindh,Umerkot,190,11.8,36,24257,728,0,146,437,11,9.0,40.6,24.4,30.5,3,1,Category_1_Low_1to50
2023,Sindh,Matiari,178,30.9,57,38150,1144,0,229,687,17,14.1,39.4,25.9,31.2,4,1,Category_1_Low_1to50
2023,Sindh,Qambar,294,114.6,33,21966,659,0,132,395,10,8.1,37.7,26.5,33.7,2,1,Category_1_Low_1to50
2023,KPK,All (Province Level),296,131.2,964,642398,19272,1,3854,11563,289,237.8,38.2,24.4,31.5,72,2,Category_2_Critical
2023,KPK,Peshawar,370,219.0,91,60998,1830,0,366,1098,27,22.6,41.1,26.0,30.6,7,1,Category_1_Low_1to50
2023,KPK,Nowshera,199,48.5,63,42248,1267,0,253,760,19,15.6,39.8,23.1,31.2,5,1,Category_1_Low_1to50
2023,KPK,Charsadda,372,217.9,88,58980,1769,0,354,1062,27,21.8,37.0,23.8,30.9,7,1,Category_1_Low_1to50
2023,KPK,Mardan,331,173.6,32,21382,641,0,128,385,10,7.9,40.7,23.5,31.8,2,1,Category_1_Low_1to50
2023,KPK,Swat,192,31.5,27,18130,544,0,109,326,8,6.7,40.5,24.7,30.2,2,1,Category_1_Low_1to50
2023,KPK,Malakand,228,74.0,68,45041,1351,0,270,811,20,16.7,40.7,25.8,33.1,5,1,Category_1_Low_1to50
2023,KPK,Dir Upper,286,118.3,93,62154,1865,0,373,1119,28,23.0,40.5,25.5,33.9,7,1,Category_1_Low_1to50
2023,KPK,Dir Lower,252,111.8,25,16739,502,0,100,301,8,6.2,37.7,25.6,30.2,2,1,Category_1_Low_1to50
2023,KPK,Chitral,244,105.0,74,49454,1484,0,297,890,22,18.3,39.7,25.8,33.4,6,1,Category_1_Low_1to50
2023,KPK,Mansehra,332,130.6,93,61716,1851,0,370,1111,28,22.8,40.6,26.3,29.9,7,1,Category_1_Low_1to50
2023,KPK,Abbottabad,390,242.1,77,51485,1545,0,309,927,23,19.1,38.6,23.8,31.1,6,1,Category_1_Low_1to50
2023,KPK,Haripur,180,48.8,39,26324,790,0,158,474,12,9.7,37.5,25.1,30.9,3,1,Category_1_Low_1to50
2023,KPK,Swabi,351,210.6,40,26898,807,0,161,484,12,10.0,37.5,23.7,33.8,3,1,Category_1_Low_1to50
2023,KPK,Buner,242,89.1,51,33920,1018,0,204,611,15,12.6,37.0,22.9,31.8,4,1,Category_1_Low_1to50
2023,KPK,Shangla,361,145.6,38,25084,753,0,151,452,11,9.3,38.6,25.2,33.8,3,1,Category_1_Low_1to50
2023,KPK,Kohistan,374,228.1,70,46482,1394,0,279,837,21,17.2,39.1,23.8,30.5,5,1,Category_1_Low_1to50
2023,KPK,Battagram,364,188.9,39,25739,772,0,154,463,12,9.5,39.2,23.3,30.5,3,1,Category_1_Low_1to50
2023,KPK,Tor Ghar,203,69.2,75,49918,1498,0,300,899,22,18.5,40.9,23.0,33.4,6,1,Category_1_Low_1to50
2023,Balochistan,All (Province Level),231,71.1,508,338448,10153,1,2031,6092,152,125.3,38.5,24.3,32.7,38,1,Category_1_Low_1to50
2023,Balochistan,Quetta,305,144.0,43,28523,856,0,171,513,13,10.6,39.7,24.6,33.0,3,1,Category_1_Low_1to50
2023,Balochistan,Khuzdar,322,145.8,28,18589,558,0,112,335,8,6.9,36.9,24.8,31.3,2,1,Category_1_Low_1to50
2023,Balochistan,Turbat,240,79.1,47,31506,945,0,189,567,14,11.7,39.9,23.1,30.9,4,1,Category_1_Low_1to50
2023,Balochistan,Gwadar,141,14.6,50,33076,992,0,198,595,15,12.2,40.0,25.8,33.3,4,1,Category_1_Low_1to50
2023,Balochistan,Lasbela,254,77.6,32,21091,633,0,127,380,9,7.8,39.6,23.2,33.8,2,1,Category_1_Low_1to50
2023,Balochistan,Mastung,308,120.0,17,11238,337,0,67,202,5,4.2,40.8,24.8,31.4,1,1,Category_1_Low_1to50
2023,Balochistan,Kalat,317,155.6,33,21708,651,0,130,391,10,8.0,40.8,23.3,32.2,2,1,Category_1_Low_1to50
2023,Balochistan,Sibi,294,100.0,43,28896,867,0,173,520,13,10.7,40.3,26.4,31.7,3,1,Category_1_Low_1to50
2023,Balochistan,Nasirabad,190,57.0,16,10375,311,0,62,187,5,3.8,39.4,23.5,30.1,1,1,Category_1_Low_1to50
2023,Balochistan,Jaffarabad,262,103.1,20,13593,408,0,82,245,6,5.0,41.1,23.0,33.8,2,1,Category_1_Low_1to50
2023,Balochistan,Bolan,280,91.8,29,19128,574,0,115,344,9,7.1,38.7,26.2,30.5,2,1,Category_1_Low_1to50
2023,Balochistan,Zhob,182,46.8,19,12456,374,0,75,224,6,4.6,41.2,23.0,31.6,1,1,Category_1_Low_1to50
